A_X,A_Y,A_Z,B_X,B_Y,B_Z,C_X,C_Y,C_Z,Time
1650.0,880.0,1220.0,662.5,2072.5,922.0,1156.25,1476.25,1271.0,2.024
1670.0,-880.0,1205.0,210.0,-2435.0,1082.0,940.0,-1657.5,1343.5,2.436
1650.0,880.0,1220.0,950.0,2241.5,922.0,1300.0,1560.75,1271.0,2.08
1670.0,-880.0,1205.0,600.0,-2435.0,1082.0,1135.0,-1657.5,1343.5,2.364
1650.0,880.0,1220.0,950.0,2010.0,922.0,1300.0,1445.0,1271.0,2.0
1670.0,-880.0,1205.0,990.0,-2435.0,1082.0,1330.0,-1657.5,1343.5,2.22
1650.0,880.0,1220.0,250.0,2710.0,1142.0,950.0,1795.0,1381.0,2.34
1670.0,-880.0,1205.0,135.0,-2120.0,1082.0,902.5,-1500.0,1343.5,2.22
1650.0,880.0,1220.0,537.5,2647.5,1142.0,1093.75,1763.75,1381.0,2.228
1670.0,-880.0,1205.0,375.0,-2120.0,1082.0,1022.5,-1500.0,1343.5,2.128
1650.0,880.0,1220.0,775.0,2647.5,1142.0,1212.5,1763.75,1381.0,2.196
1670.0,-880.0,1205.0,825.0,-2120.0,1082.0,1247.5,-1500.0,1343.5,2.004
1650.0,880.0,1220.0,1012.5,2647.5,1142.0,1331.25,1763.75,1381.0,2.16
1670.0,-880.0,1205.0,1065.0,-2120.0,1082.0,1367.5,-1500.0,1343.5,1.952
1650.0,880.0,1220.0,250.0,2478.5,1142.0,950.0,1679.25,1381.0,2.284
1670.0,-880.0,1205.0,135.0,-2600.0,1287.0,902.5,-1740.0,1446.0,2.296
1650.0,880.0,1220.0,600.0,2360.0,1142.0,1125.0,1620.0,1381.0,2.16
1670.0,-880.0,1205.0,375.0,-2600.0,1287.0,1022.5,-1740.0,1446.0,2.236
1650.0,880.0,1220.0,950.0,2360.0,1142.0,1300.0,1620.0,1381.0,2.064
1670.0,-880.0,1205.0,825.0,-2600.0,1287.0,1247.5,-1740.0,1446.0,2.148
1650.0,880.0,1220.0,250.0,2241.5,1142.0,950.0,1560.75,1381.0,2.22
1670.0,-880.0,1205.0,1065.0,-2600.0,1287.0,1367.5,-1740.0,1446.0,2.104
1650.0,880.0,1220.0,250.0,2010.0,1142.0,950.0,1445.0,1381.0,2.16
1670.0,-880.0,1205.0,210.0,-2285.0,1287.0,940.0,-1582.5,1446.0,2.396
1650.0,880.0,1220.0,537.5,2072.5,1142.0,1093.75,1476.25,1381.0,2.092
1670.0,-880.0,1205.0,600.0,-2285.0,1287.0,1135.0,-1582.5,1446.0,2.312
1650.0,880.0,1220.0,775.0,2072.5,1142.0,1212.5,1476.25,1381.0,1.976
1670.0,-880.0,1205.0,990.0,-2285.0,1287.0,1330.0,-1582.5,1446.0,2.212
1650.0,880.0,1220.0,1012.5,2072.5,1142.0,1331.25,1476.25,1381.0,1.904
1670.0,-880.0,1205.0,210.0,-2045.0,1287.0,940.0,-1462.5,1446.0,2.372
1650.0,880.0,1220.0,187.5,2647.5,1362.0,918.75,1763.75,1491.0,2.344
1670.0,-880.0,1205.0,600.0,-2045.0,1287.0,1135.0,-1462.5,1446.0,2.232
1650.0,880.0,1220.0,425.0,2647.5,1362.0,1037.5,1763.75,1491.0,2.32
1670.0,-880.0,1205.0,990.0,-2045.0,1287.0,1330.0,-1462.5,1446.0,2.152
1650.0,880.0,1220.0,662.5,2647.5,1362.0,1156.25,1763.75,1491.0,2.2
1650.0,880.0,1220.0,950.0,2710.0,1362.0,1300.0,1795.0,1491.0,2.284
1650.0,880.0,1220.0,250.0,2360.0,1362.0,950.0,1620.0,1491.0,2.256
1650.0,880.0,1220.0,600.0,2360.0,1362.0,1125.0,1620.0,1491.0,2.152
1650.0,880.0,1220.0,950.0,2478.5,1362.0,1300.0,1679.25,1491.0,2.104
1650.0,880.0,1220.0,187.5,2072.5,1362.0,918.75,1476.25,1491.0,2.18
1650.0,880.0,1220.0,425.0,2072.5,1362.0,1037.5,1476.25,1491.0,2.12
1650.0,880.0,1220.0,662.5,2072.5,1362.0,1156.25,1476.25,1491.0,2.068
1650.0,880.0,1220.0,950.0,2241.5,1362.0,1300.0,1560.75,1491.0,2.052
1650.0,880.0,1220.0,950.0,2010.0,1362.0,1300.0,1445.0,1491.0,1.996
