A_X,A_Y,A_Z,B_X,B_Y,B_Z,C_X,C_Y,C_Z,Time
1670.0,-880.0,1205.0,210.0,-2435.0,1082.0,1539.5,-1797.17,1255.8,2.556
1650.0,880.0,1220.0,950.0,2241.5,922.0,1577.28,1617.15,1144.83,2.256
1670.0,-880.0,1205.0,600.0,-2435.0,1082.0,1553.95,-1539.56,1235.05,2.448
1650.0,880.0,1220.0,950.0,2010.0,922.0,1497.88,1345.49,1093.32,2.128
1670.0,-880.0,1205.0,990.0,-2435.0,1082.0,1556.65,-1912.24,1227.62,2.32
1650.0,880.0,1220.0,250.0,2710.0,1142.0,1546.21,1912.85,1275.31,2.576
1670.0,-880.0,1205.0,135.0,-2120.0,1082.0,1464.18,-1552.85,1243.02,2.348
1650.0,880.0,1220.0,537.5,2647.5,1142.0,1517.94,1755.3,1289.16,2.476
1670.0,-880.0,1205.0,375.0,-2120.0,1082.0,1486.11,-1562.64,1246.55,2.3
1650.0,880.0,1220.0,775.0,2647.5,1142.0,1563.46,1549.93,1293.82,2.372
1670.0,-880.0,1205.0,825.0,-2120.0,1082.0,1573.95,-1520.21,1215.43,2.108
1650.0,880.0,1220.0,1012.5,2647.5,1142.0,1546.59,1569.38,1262.35,2.24
1670.0,-880.0,1205.0,1065.0,-2120.0,1082.0,1589.58,-1410.08,1244.98,1.992
1650.0,880.0,1220.0,250.0,2478.5,1142.0,1481.7,1576.89,1292.55,2.432
1670.0,-880.0,1205.0,135.0,-2600.0,1287.0,1451.73,-1578.84,1338.3,2.388
1650.0,880.0,1220.0,600.0,2360.0,1142.0,1533.43,1598.9,1275.56,2.3
1670.0,-880.0,1205.0,375.0,-2600.0,1287.0,1487.81,-1850.78,1348.4,2.396
1650.0,880.0,1220.0,950.0,2360.0,1142.0,1543.23,1725.95,1268.94,2.208
1670.0,-880.0,1205.0,825.0,-2600.0,1287.0,1512.22,-1381.96,1329.32,2.192
1650.0,880.0,1220.0,250.0,2241.5,1142.0,1480.79,1525.35,1291.28,2.396
1670.0,-880.0,1205.0,1065.0,-2600.0,1287.0,1588.82,-1841.42,1334.66,2.184
1650.0,880.0,1220.0,250.0,2010.0,1142.0,1429.19,1495.46,1287.39,2.332
1670.0,-880.0,1205.0,210.0,-2285.0,1287.0,1503.0,-1650.36,1367.16,2.508
1650.0,880.0,1220.0,537.5,2072.5,1142.0,1544.67,1361.94,1307.58,2.284
1670.0,-880.0,1205.0,600.0,-2285.0,1287.0,1516.87,-1953.22,1318.37,2.456
1650.0,880.0,1220.0,775.0,2072.5,1142.0,1508.31,1536.35,1278.16,2.148
1670.0,-880.0,1205.0,990.0,-2285.0,1287.0,1549.93,-1513.67,1329.09,2.256
1650.0,880.0,1220.0,1012.5,2072.5,1142.0,1563.39,1194.5,1282.94,2.052
1670.0,-880.0,1205.0,210.0,-2045.0,1287.0,1510.58,-1470.38,1342.52,2.476
1650.0,880.0,1220.0,187.5,2647.5,1362.0,1490.22,1916.97,1375.52,2.596
1670.0,-880.0,1205.0,600.0,-2045.0,1287.0,1612.1,-1311.52,1307.09,2.3
1650.0,880.0,1220.0,425.0,2647.5,1362.0,1423.62,1795.93,1374.64,2.496
1670.0,-880.0,1205.0,990.0,-2045.0,1287.0,1623.27,-1531.15,1353.71,2.204
1650.0,880.0,1220.0,662.5,2647.5,1362.0,1491.67,1728.99,1366.35,2.404
1650.0,880.0,1220.0,950.0,2710.0,1362.0,1580.97,1717.54,1376.14,2.348
1650.0,880.0,1220.0,250.0,2360.0,1362.0,1398.68,1389.4,1370.23,2.364
1650.0,880.0,1220.0,600.0,2360.0,1362.0,1414.3,1709.22,1367.24,2.296
1650.0,880.0,1220.0,950.0,2478.5,1362.0,1570.41,1498.42,1380.44,2.236
1650.0,880.0,1220.0,187.5,2072.5,1362.0,1482.7,1195.43,1392.69,2.304
1650.0,880.0,1220.0,425.0,2072.5,1362.0,1493.41,1526.63,1396.09,2.316
1650.0,880.0,1220.0,662.5,2072.5,1362.0,1501.15,1561.03,1386.92,2.208
1650.0,880.0,1220.0,950.0,2241.5,1362.0,1498.38,1411.94,1352.67,2.144
1650.0,880.0,1220.0,950.0,2010.0,1362.0,1496.31,1464.73,1342.2,2.092
