A_X,A_Y,A_Z,B_X,B_Y,B_Z,C_X,C_Y,C_Z,time
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1204.4,382.73,1250.4,5.879
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1201.86,148.98,1454.56,5.343
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1102.32,193.76,1309.61,5.171
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1194.23,329.36,1248.23,4.42
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1192.09,291.91,1282.56,4.412
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1177.05,312.32,1248.06,4.328
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1223.11,347.17,1220.62,4.26
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1174.36,107.9,1332.36,4.14
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1127.14,298.85,1199.3,4.052
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1184.61,202.21,1297.39,4.032
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1208.53,246.91,1274.46,3.94
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1151.39,-97.05,1277.0,3.908
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1174.65,-120.71,1276.69,3.864
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1152.12,1.63,1285.87,3.784
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1134.92,297.14,1182.89,3.728
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1150.71,-31.31,1267.54,3.676
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1159.6,212.72,1245.77,3.676
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1199.39,135.5,1283.76,3.648
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1188.6,-63.44,1273.07,3.628
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1166.91,75.75,1262.25,3.496
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1232.27,-105.6,1249.65,3.48
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1186.5,242.48,1211.53,3.408
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1165.19,158.4,1236.88,3.392
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1161.54,215.62,1212.96,3.364
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1141.73,-74.38,1203.66,3.34
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1227.96,11.27,1250.37,3.304
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1137.93,61.66,1222.0,3.292
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1111.77,41.47,1204.55,3.268
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1132.48,-30.32,1201.78,3.26
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1132.42,230.26,1180.78,3.24
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1185.33,278.63,1165.68,3.212
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1236.98,30.61,1230.49,3.184
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1123.72,219.81,1172.37,3.16
1100.0,400.0,1000.0,1250.0,-200.0,500.0,1171.37,180.74,1191.29,3.084
