A_X,A_Y,A_Z,B_X,B_Y,B_Z,C_X,C_Y,C_Z,time
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1176.96,390.07,1167.19,4.336
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1154.88,-943.99,1095.67,4.208
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1156.85,-925.15,1139.55,3.936
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1225.85,298.53,1179.7,3.652
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1123.14,326.4,1132.93,3.552
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1150.55,289.25,1180.74,3.536
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1127.56,277.26,1166.57,3.44
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1105.04,247.21,1176.45,3.408
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1102.61,-819.42,1149.17,3.4
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1140.79,282.71,1147.44,3.376
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1177.91,-855.77,1185.76,3.352
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1125.04,71.34,1272.72,3.336
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1166.58,175.14,1191.35,3.264
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1185.98,195.8,1159.21,3.224
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1174.42,253.84,1109.45,3.188
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1110.29,-742.13,1139.22,3.184
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1201.78,22.43,1217.58,3.176
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1216.44,73.84,1180.66,3.152
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1106.73,-596.25,1195.23,3.148
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1212.73,-5.9,1200.18,3.136
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1136.01,-378.15,1239.76,3.132
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1213.16,102.03,1149.41,3.12
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1156.4,146.13,1134.44,3.112
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1166.86,-524.33,1227.65,3.112
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1173.34,-434.67,1236.77,3.112
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1208.04,49.93,1165.54,3.108
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1138.61,-224.06,1215.77,3.104
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1124.72,-43.59,1181.17,3.104
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1160.45,-662.64,1185.06,3.096
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1160.6,-2.85,1164.77,3.088
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1188.62,-137.6,1198.51,3.088
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1160.72,-628.97,1184.96,3.084
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1153.66,-85.32,1181.05,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1189.45,-108.71,1185.9,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1111.88,-534.14,1163.46,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1177.43,-639.13,1190.26,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1172.11,-421.84,1208.84,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1132.77,3.41,1153.02,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1163.97,-743.95,1152.95,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1180.56,-439.17,1208.97,3.08
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1192.07,28.86,1152.06,3.076
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1157.35,-180.28,1189.15,3.076
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1148.35,-462.4,1188.26,3.072
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1167.01,-10.61,1158.79,3.072
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1136.28,-611.61,1160.83,3.072
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1145.42,-266.37,1188.28,3.072
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1108.24,-283.46,1170.27,3.072
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1166.84,-188.62,1186.8,3.072
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1185.29,-687.63,1177.46,3.068
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1185.93,-586.98,1191.85,3.068
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1208.93,-185.44,1181.56,3.064
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1184.69,-166.41,1176.77,3.06
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1145.9,-221.55,1174.44,3.06
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1171.52,-114.87,1167.72,3.06
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1192.33,-106.87,1171.14,3.06
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1161.61,-36.2,1148.37,3.056
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1196.7,-310.01,1187.81,3.056
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1145.65,-316.68,1177.09,3.056
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1142.91,-291.69,1171.78,3.056
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1148.44,-384.15,1172.95,3.056
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1154.85,-226.69,1169.45,3.052
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1153.66,-322.59,1169.05,3.048
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1229.34,-126.05,1154.64,3.048
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1194.85,-682.88,1167.17,3.048
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1112.26,-56.27,1122.08,3.048
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1179.27,-70.87,1145.84,3.048
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1128.55,-318.48,1156.25,3.048
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1180.97,-542.28,1174.87,3.048
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1153.58,-236.71,1158.93,3.044
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1197.6,10.34,1126.74,3.044
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1183.55,-450.69,1176.03,3.044
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1145.7,-76.31,1134.19,3.04
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1159.74,-625.94,1147.52,3.04
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1127.79,-624.38,1092.67,3.04
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1149.54,-302.33,1153.2,3.036
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1187.27,-419.5,1170.13,3.036
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1178.92,-495.59,1165.45,3.036
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1203.08,-326.76,1164.51,3.032
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1147.91,-469.45,1141.75,3.032
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1169.99,-368.58,1161.15,3.032
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1174.93,-329.85,1161.24,3.032
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1172.67,-368.83,1156.76,3.032
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1166.05,-410.76,1150.54,3.028
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1161.85,-402.06,1149.77,3.028
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1167.63,-361.21,1148.12,3.024
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1201.02,-686.72,1150.79,3.024
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1224.39,-178.44,1119.47,3.02
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1189.25,-462.56,1153.29,3.02
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1173.99,-282.38,1134.08,3.016
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1179.64,-402.43,1141.46,3.016
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1172.04,-390.98,1134.32,3.012
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1171.2,-315.04,1126.38,3.012
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1203.59,-617.06,1140.46,3.012
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1220.87,-520.28,1136.46,3.008
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1129.24,-280.84,1092.25,3.008
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1186.72,-747.8,1110.52,3.008
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1196.9,-216.38,1124.63,3.008
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1175.86,-49.45,1086.92,3.0
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1186.86,-488.57,1122.46,3.0
1231.04,-947.861,1131.14,1100.0,400.0,1000.0,1200.69,-417.38,1106.93,2.992
