A_X,A_Y,A_Z,B_X,B_Y,B_Z,C_X,C_Y,C_Z,time
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1382.39,-60.52,954.9,3.016
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1387.98,997.44,1121.81,0.0
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1380.74,-283.56,941.71,0.0
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1407.99,348.67,918.56,3.036
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1425.57,266.92,971.17,3.052
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1377.73,397.83,993.28,3.128
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1399.1,778.91,1033.3,3.536
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1397.57,106.38,1038.45,3.104
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1308.29,-51.87,898.3,3.032
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1373.16,336.12,1168.17,3.368
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1478.86,350.56,1139.46,3.296
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1518.12,517.58,1045.65,3.216
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1355.28,-113.23,1033.02,3.096
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1358.98,279.18,1146.52,3.316
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1447.67,909.73,1148.21,4.224
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1494.47,174.66,890.46,3.06
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1415.04,248.47,1178.86,3.356
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1477.51,-244.83,1165.89,0.0
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1425.03,121.08,1045.69,3.104
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1441.36,59.63,1176.14,3.384
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1482.17,440.05,1157.59,3.372
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1338.84,512.76,1040.22,3.272
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1346.95,26.6,973.72,3.04
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1351.66,42.83,1046.06,3.128
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1376.89,273.65,1227.1,3.48
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1503.99,375.31,1052.89,3.164
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1454.33,337.84,992.14,3.08
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1364.21,602.57,1052.4,3.336
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1517.27,248.69,956.24,3.084
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1380.01,-180.59,1215.87,0.0
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1413.26,376.66,1159.84,3.348
1300.01,-300.08,1000.02,1550.01,1000.06,700.04,1378.47,269.77,1044.4,3.144
